,Unnamed: 0,department,division,position_title,city,gender,ethnicity,education,veteran_status,startyear,birthyear,tenure,age
822,822,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Chesapeake,Female,Black,Some College,Not a Veteran,2014,1968,9,55
823,823,Human Resources,Human Resources,Management Analyst III,Portsmouth,Male,White,Bachelors Level Degree,Not a Veteran,2022,1997,1,26
824,824,Human Resources,Human Resources,Tota Abnce Mgmt Spec (HR only),Virginia Beach,Female,White,Bachelors Level Degree,Not a Veteran,2020,1982,3,41
825,825,Libraries,Branch Operations,Library Assistant II,Norfolk,Female,White,Not Indicated,Not a Veteran,2002,1971,21,52
826,826,General Services,General Services-Animal Care,Customer Service Rep,Norfolk,Male,Black,Bachelors Level Degree,Not a Veteran,2021,1994,2,29
827,827,General Services,General Services-Animal Care,Animal Caretaker,Virginia Beach,Female,White,Bachelors Level Degree,Not a Veteran,2021,1994,2,29
828,828,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Elizabeth City,Female,Hispanic,Not Indicated,Not a Veteran,2017,1975,6,48
829,829,Police,Police Field Operations-Sworn,Police Officer,Norfolk,Male,NS,Some College,Not a Veteran,2022,1993,1,30
830,830,Utilities,Utilities Water Distribution,Utility Maintenance Supervisor,Elizabeth City,Male,Black,Some College,Not a Veteran,2012,1982,11,41
831,831,Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Portsmouth,Female,Black,Masters Level Degree,Not a Veteran,2014,1979,9,44
832,832,Libraries,Programming Services,Library Assistant II,Suffolk,Female,White,Bachelors Level Degree,Not a Veteran,2023,1949,0,74
833,833,Norfolk Community Services Board,NCSB-Intake,Licensed Practical Nurse,Norfolk,Female,Black,Some College,Not a Veteran,2012,1993,11,30
834,834,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),Norfolk,Male,Black,HS Graduate or Equivalent,Not a Veteran,2023,2003,0,20
835,835,Police,Police Field Operations-Sworn,Police Officer,Chesapeake,Male,White,Some College,Not a Veteran,2019,1999,4,24
836,836,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),Virginia Beach,Male,White,Some College,Not a Veteran,2008,1982,15,41
837,837,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),Virginia Beach,Male,Hispanic,Some College,Not a Veteran,2023,2000,0,23
838,838,Libraries,Collection and Support Service,Library Assistant II,Norfolk,Male,White,Masters Level Degree,Not a Veteran,2017,1987,6,36
839,839,Norfolk Community Services Board,NCSB - Housing & Homeless Serv,Management Analyst I,Newport News,Female,Black,Bachelors Level Degree,Not a Veteran,2020,1984,3,39
840,840,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Lieutenant),Chesapeake,Male,Hispanic,HS Graduate or Equivalent,Not a Veteran,2012,1985,11,38
841,841,Libraries,Branch Operations,Library Associate  I,Norfolk,Female,White,Some College,Not a Veteran,2019,1990,4,33
842,842,Police,Police Investigative Svc-Sworn,Master Police Officer,Virginia Beach,Male,White,Some College,Not a Veteran,2016,1988,7,35
843,843,Public Works,PW Waste Management,Refuse Collector III,Virginia Beach,Female,Black,Technical School,Not a Veteran,2021,1971,2,52
844,844,Human Resources,Human Resources,Comp & Staff Manager (HR only),Hampton,Female,Black,Masters Level Degree,Not a Veteran,2016,1969,7,54
845,845,Public Works,PW Div of Streets & Bridges,Equipment Operator II,Portsmouth,Male,Black,HS Graduate or Equivalent,Not a Veteran,2021,1967,2,56
846,846,Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Chesapeake,Male,Black,Bachelors Level Degree,Not a Veteran,2020,1993,3,30
847,847,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,Black,Some College,Not a Veteran,2014,1983,9,40
848,848,Human Services,Human Services Detention Ctr,Human Services Aide,Newport News,Female,Black,Some College,Not a Veteran,2022,1988,1,35
849,849,Public Works,PW Waste Management,Financial Operations Mgr,Norfolk,Female,White,Bachelors Level Degree,Not a Veteran,2021,1971,2,52
850,850,Police,Police Administrative Svcs-Swn,Police Recruit,Virginia Beach,Male,White,Bachelors Level Degree,Not a Veteran,2022,1990,1,33
851,851,Transit,Transit - Transportation,Civil Engineer III,Virginia Beach,Male,Asian,Bachelors Level Degree,Not a Veteran,2017,1984,6,39
852,852,Police,Police Administration-Civilian,Management Analyst I,Virginia Beach,Female,Black,Some College,Not a Veteran,2005,1973,18,50
853,853,Libraries,Programming Services,Project Coordinator,Norfolk,Female,Black,Some College,Not a Veteran,2017,1989,6,34
854,854,Police,Police Administration-Civilian,Administrative Assistant I,Norfolk,Female,Black,Not Indicated,Not a Veteran,1999,1963,24,60
855,855,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Portsmouth,Female,Black,Bachelors Level Degree,Not a Veteran,2022,1999,1,24
856,856,Norfolk Community Services Board,NCSB-Case Management,Case Manager III,Norfolk,Female,Black,Bachelors Level Degree,Not a Veteran,2017,1986,6,37
857,857,Fire-Rescue,Fire-Rescue,Chief of Fire-Rescue,Norfolk,Male,White,Not Indicated,Not a Veteran,1992,1964,31,59
858,858,Libraries,Director's Office,Librarian IV,Norfolk,Female,Black,Masters Level Degree,Not a Veteran,1999,1981,24,42
859,859,Police,Police Administrative Svc-Civl,Police Civilian Invest Tech,Virginia Beach,Male,Black,Technical School,Not a Veteran,1984,1954,39,69
860,860,Fire-Rescue,Fire-Rescue,Fire Lieutenant,Portsmouth,Male,White,Some College,Not a Veteran,2014,1990,9,33
861,861,Fire-Rescue,Fire-Rescue,Fire Captain,Chesapeake,Male,White,Not Indicated,Not a Veteran,1994,1970,29,53
862,862,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),Chesapeake,Male,Black,Not Indicated,Not a Veteran,2002,1971,21,52
863,863,Libraries,Director's Office,Director of Libraries,Norfolk,Female,Asian,Not Indicated,Not a Veteran,1995,1974,28,49
864,864,Information Technology,Information Technology,Microcomputer Sys Analyst Sr,Virginia Beach,Male,Am. Indian,Some College,Not a Veteran,2022,1988,1,35
865,865,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Virginia Beach,Male,White,HS Graduate or Equivalent,Not a Veteran,2019,1997,4,26
866,866,Police,Police Investigative Svc-Sworn,Police Officer,Virginia Beach,Female,White,Bachelors Level Degree,Not a Veteran,2019,1990,4,33
867,867,Human Services,Hum Svc Div of Social Services,Administrative Assistant II,Norfolk,Female,Black,Associate Degree,Not a Veteran,2014,1970,9,53
868,868,Human Services,Hum Svc Div of Social Services,Family Services Worker I,Chesapeake,Female,Black,Masters Level Degree,Not a Veteran,2022,1991,1,32
869,869,Police,Police Field Operations-Sworn,Master Police Officer,Chesapeake,Female,White,Associate Degree,Not a Veteran,2013,1990,10,33
870,870,Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk,Chesapeake,Female,Black,Bachelors Level Degree,Not a Veteran,1983,1959,40,64
871,871,City Attorney,Law,Legal Administrator,Virginia Beach,Female,White,Not Indicated,Not a Veteran,1992,1957,31,66
872,872,Police,Police Administrative Svc-Civl,Operations Officer II,Norfolk,Female,Black,Doctorate (Academic),Not a Veteran,2020,1964,3,59
873,873,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Norfolk,Female,Black,Bachelors Level Degree,Not a Veteran,2022,1998,1,25
874,874,Information Technology,Information Technology,Network Engineer II,Norfolk,Male,White,Not Indicated,Not a Veteran,1995,1964,28,59
875,875,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Yorktown,Female,Black,Bachelors Level Degree,Not a Veteran,2020,1990,3,33
876,876,Human Services,Hum Svc Div of Social Services,Management Analyst I,Virginia Beach,Female,White,Associate Degree,Not a Veteran,2019,1980,4,43
877,877,Human Services,Hum Svc Div of Social Services,Self-Sufficiency Specialist II,Chesapeake,Female,Black,Bachelors Level Degree,Not a Veteran,2015,1960,8,63
878,878,Libraries,Branch Operations,Library Associate II,Norfolk,Male,Asian,Bachelors Level Degree,Not a Veteran,2010,1987,13,36
879,879,Police,Police Administrative Svc-Civl,Operations Officer II,Chesapeake,Female,White,Associate Degree,Not a Veteran,2018,1975,5,48
880,880,Norfolk Community Services Board,NCSB-Medical Services,Registered Nurse,Norfolk,Female,White,Some College,Not a Veteran,2023,1958,0,65
881,881,Information Technology,Information Technology,Microcomputer Systems Analyst,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2018,1969,5,54
882,882,Libraries,Branch Operations,Library Assistant II,Norfolk,Female,White,Associate Degree,Not a Veteran,2019,1990,4,33
883,883,Human Services,Human Services - VJCCCA,Youth Detention Specialist III,Chesapeake,Male,Black,Not Indicated,Not a Veteran,1994,1963,29,60
884,884,General Services,Gen Srvs-PublicInfrastructure,Carpenter II,Norfolk,Male,Black,Not Indicated,Not a Veteran,1998,1966,25,57
885,885,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Norfolk,Male,White,Some Graduate School,Not a Veteran,2018,1983,5,40
886,886,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Norfolk,Female,Black,Masters Level Degree,Not a Veteran,2014,1957,9,66
887,887,Human Services,Hum Svc Div of Social Services,Family Services Worker II,Norfolk,Female,NS,Bachelors Level Degree,Not a Veteran,2022,1966,1,57
888,888,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist Sr,Chesapeake,Female,Black,Some College,Not a Veteran,2019,1973,4,50
889,889,Police,Police Administration - Sworn,Chief of Police,Hampton,Male,Black,Bachelors Level Degree,Not a Veteran,2023,1970,0,53
890,890,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Dir-CulturAffairsArtsEntertain,Norfolk,Male,White,Not Indicated,Not a Veteran,1989,1954,34,69
891,891,General Services,General Services-Parking Fac,Parking Supervisor,Virginia Beach,Male,White,Some College,Not a Veteran,2023,1962,0,61
892,892,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Virginia Beach,Male,White,Some College,Not a Veteran,2018,1994,5,29
893,893,Elections,Elections,Election Assistant II,Suffolk,Female,Black,Not Indicated,Not a Veteran,2014,1970,9,53
894,894,Human Services,Hum Svc Div of Social Services,Family Services Worker I,Hampton,Female,Black,Bachelors Level Degree,Not a Veteran,2021,1996,2,27
895,895,Human Services,Hum Svc Div of Social Services,Benefit Programs Supervisor,Norfolk,Female,Black,HS Graduate or Equivalent,Not a Veteran,2019,1971,4,52
896,896,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Recruit),Virginia Beach,Female,White,HS Graduate or Equivalent,Not a Veteran,2023,1980,0,43
897,897,Police,Police Administrative Svc-Civl,Operations Officer II,Norfolk,Female,Black,Not Indicated,Not a Veteran,1987,1955,36,68
898,898,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Norfolk,Male,White,Technical School,Not a Veteran,2018,1990,5,33
899,899,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist Sr,Norfolk,Female,Black,Bachelors Level Degree,Not a Veteran,2004,1986,19,37
900,900,Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Chesapeake,Male,Black,Not Indicated,Not a Veteran,1988,1956,35,67
901,901,Public Works,PW Waste Management,Refuse Inspector,Norfolk,Male,White,HS Graduate or Equivalent,Not a Veteran,2015,1969,8,54
902,902,Finance,Finance - Director's Office,Assistant Director,Chesapeake,Female,Black,Bachelors Level Degree,Not a Veteran,2009,1976,14,47
903,903,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Newport News,Male,White,Technical School,Not a Veteran,2018,1998,5,25
904,904,Police,Police Investigative Svc-Sworn,Assistant Chief Of Police,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2000,1973,23,50
905,905,Sheriff and Jail,Judicial - Sheriff and Jail,Records Clerk II - SC,Virginia Beach,Female,Hispanic,Not Indicated,Not a Veteran,2000,1968,23,55
906,906,Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist II,Norfolk,Female,Black,Masters Level Degree,Not a Veteran,2021,1989,2,34
907,907,Utilities,Utilities Water Distribution,Engineering Technician I,Norfolk,Female,Black,Some College,Not a Veteran,2015,1982,8,41
908,908,Human Services,Hum Svc Div of Social Services,Human Services Aide,Norfolk,Female,Black,Not Indicated,Not a Veteran,1989,1954,34,69
909,909,Police,Police Field Operations-Sworn,Police Officer,Virginia Beach,Male,White,Associate Degree,Not a Veteran,2017,1994,6,29
910,910,Norfolk Community Services Board,NCSB-Medical Services,Pharmacist,Hampton,Male,Black,Doctorate (Professional),Not a Veteran,2022,1990,1,33
911,911,Police,Police Administrative Svc-Civl,Management Analyst III,Chesapeake,Female,White,Not Indicated,Not a Veteran,1989,1957,34,66
912,912,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Chesapeake,Female,Black,Some College,Not a Veteran,2017,1982,6,41
913,913,Police,CIT Program - OT,Executive Specialist,Norfolk,Male,White,Not Indicated,Not a Veteran,1994,1962,29,61
914,914,Neighborhood Services,Neighborhood Development,Administrative Assistant II,Norfolk,Female,Black,Not Indicated,Not a Veteran,2017,1961,6,62
915,915,Norfolk Community Services Board,NCSB-ACR,Case Manager III,Norfolk,Female,Black,Masters Level Degree,Not a Veteran,2016,1970,7,53
916,916,Fire-Rescue,Fire-Rescue,Assistant Fire Marshal,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,1996,1961,27,62
917,917,General Services,General Services-Parking Fac,Customer Service Rep,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,1996,1966,27,57
918,918,Public Works,PW Div of Streets & Bridges,Business Manager,Norfolk,Female,Black,Not Indicated,Not a Veteran,1999,1974,24,49
919,919,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),Virginia Beach,Male,White,HS Graduate or Equivalent,Not a Veteran,2012,1975,11,48
920,920,Fire-Rescue,Fire-Rescue,Fire Captain,Chesapeake,Male,White,Not Indicated,Not a Veteran,1993,1970,30,53
921,921,Human Services,Hum Svc Div of Social Services,Family Services Worker II,Chesapeake,Female,White,Bachelors Level Degree,Not a Veteran,2020,1987,3,36
922,922,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Moyock,Male,White,Some College,Not a Veteran,1996,1969,27,54
923,923,City Planning,Planning - Bldg Constr,City Planner Associate,Chesapeake,Female,NS,Bachelors Level Degree,Not a Veteran,2022,1994,1,29
924,924,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,Asian,Some College,Not a Veteran,2019,1997,4,26
925,925,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Virginia Beach,Male,White,Technical School,Not a Veteran,2021,1972,2,51
926,926,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Colonel),Norfolk,Male,White,Not Indicated,Not a Veteran,1986,1962,37,61
927,927,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff,Virginia Beach,Female,,Some College,Not a Veteran,2021,1998,2,25
928,928,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,Black,Associate Degree,Not a Veteran,2023,1981,0,42
929,929,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,Black,Less Than HS Graduate,Not a Veteran,1992,1958,31,65
930,930,Police,Police Field Operations-Sworn,Police Officer,Norfolk,Male,Black,HS Graduate or Equivalent,Not a Veteran,2021,1999,2,24
931,931,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Female,White,Bachelors Level Degree,Not a Veteran,2022,1994,1,29
932,932,Human Services,Hum Svc Div of Social Services,Human Services Aide,Norfolk,Male,Black,Some College,Not a Veteran,2018,1988,5,35
933,933,Norfolk Community Services Board,NCSB Homeless Project,Case Manager III,Newport News,Female,White,Masters Level Degree,Not a Veteran,2019,1965,4,58
934,934,Human Resources,Human Resources,Tota Abnce Mgmt Anly (HR only),Portsmouth,Female,Black,Masters Level Degree,Not a Veteran,2022,1982,1,41
935,935,Clerk of the Circuit Court,Clerk of the Circuit Court,In Court Clerk-CC,Norfolk,Female,Black,Bachelors Level Degree,Not a Veteran,2012,1969,11,54
936,936,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Norfolk,Female,Black,Not Indicated,Not a Veteran,2014,1987,9,36
937,937,Police,Police Field Operations-Sworn,Police Officer,Hampton,Male,White,HS Graduate or Equivalent,Not a Veteran,2019,1993,4,30
938,938,Police,Police Administrative Svcs-Swn,Police Recruit,Virginia Beach,Male,White,HS Graduate or Equivalent,Not a Veteran,2023,1999,0,24
939,939,Resilience,Office of Resilience,Management Analyst II,Norfolk,Female,White,Bachelors Level Degree,Not a Veteran,2019,1988,4,35
940,940,Police,Police Administration - Sworn,Police Officer,Virginia Beach,Male,White,Some College,Not a Veteran,2017,1996,6,27
941,941,Resilience,Office of Resilience,Chief Resilience Officer,Chesapeake,Male,White,Not Indicated,Not a Veteran,2014,1983,9,40
942,942,Police,Police Field Operations-Sworn,Police Officer,Chesapeake,Male,White,Bachelors Level Degree,Not a Veteran,2019,1997,4,26
943,943,Libraries,Libraries - Administration,Accounting Technician III,Norfolk,Female,Black,Some College,Not a Veteran,1998,1972,25,51
944,944,Police,Police Field Operations-Sworn,Police Officer,Chesapeake,Male,White,Bachelors Level Degree,Not a Veteran,2021,1997,2,26
945,945,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Associate Degree,Not a Veteran,2010,1987,13,36
946,946,Police,Police Field Operations-Sworn,Police Officer,Chesapeake,Male,Black,Bachelors Level Degree,Not a Veteran,2017,1994,6,29
947,947,Police,Police Investigative Svc-Sworn,Police Sergeant,Virginia Beach,Male,White,Some College,Not a Veteran,2013,1987,10,36
948,948,Human Resources,Human Resources,Management Analyst III,Virginia Beach,Female,Black,Masters Level Degree,Not a Veteran,2023,1952,0,71
