,Unnamed: 0.1,Unnamed: 0,department,division,job_title,employee_classification,start_date,title_date,flsa_status,annual_base_rate,start_year,annual_salary,employee_status
1373,1373,1373,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Permanent Full-time,2018-03-19T00:00:00.000,2021-02-01T00:00:00.000,Nonexempt,50751.0,2018,50751.0,FT
1374,1374,1374,City Planning,Planning - Bldg Constr,Administrative Assistant I,Permanent Full-time,2020-02-18T00:00:00.000,2022-02-26T00:00:00.000,Nonexempt,39555.43,2020,39555.43,FT
1375,1375,1375,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Permanent Full-time,2020-04-11T00:00:00.000,2020-04-11T00:00:00.000,Nonexempt,50751.0,2020,50751.0,FT
1376,1376,1376,City Planning,Planning - Bldg Constr,Codes Enforcement Team Leader,Permanent Full-time,1993-07-01T00:00:00.000,2016-07-08T00:00:00.000,Exempt,69903.39,1993,69903.39,FT
1377,1377,1377,City Planning,Planning - Bldg Constr,Permits Specialist,Permanent Full-time,2013-12-03T00:00:00.000,2022-01-18T00:00:00.000,Nonexempt,47953.5,2013,47953.5,FT
1378,1378,1378,City Planning,Planning - Bldg Constr,Permit Technician,Permanent Full-time,2020-03-14T00:00:00.000,2020-03-14T00:00:00.000,Nonexempt,38190.0,2020,38190.0,FT
1379,1379,1379,City Planning,Planning - Environmental Srvcs,Construction Inspector I,Permanent Full-time,2014-07-14T00:00:00.000,2022-07-05T00:00:00.000,Nonexempt,43918.5,2014,43918.5,FT
1380,1380,1380,City Planning,Planning - Bldg Constr,Codes Enforcement Team Leader,Permanent Full-time,2004-02-17T00:00:00.000,2015-10-08T00:00:00.000,Exempt,66986.96,2004,66986.96,FT
1381,1381,1381,City Planning,Planning - Bldg Constr,Deputy Building Commissioner,Permanent Full-time,2006-07-17T00:00:00.000,2021-05-08T00:00:00.000,Exempt,72572.19,2006,72572.19,FT
1382,1382,1382,City Planning,City Planning - Dir Office,Management Analyst III,Permanent Full-time,2019-10-26T00:00:00.000,2022-10-08T00:00:00.000,Exempt,60000.0,2019,60000.0,FT
1383,1383,1383,City Planning,Planning - Bldg Constr,"Permits Specialist,Senior",Permanent Full-time,2017-02-21T00:00:00.000,2017-05-08T00:00:00.000,Nonexempt,56500.58,2017,56500.58,FT
1384,1384,1384,City Planning,Planning-Planning,Principal Planner,Permanent Full-time,2012-06-22T00:00:00.000,2021-07-06T00:00:00.000,Exempt,84000.0,2012,84000.0,FT
1385,1385,1385,City Planning,Planning - Bldg Constr,Codes Enforcement Team Leader,Permanent Full-time,2018-02-20T00:00:00.000,2023-02-13T00:00:00.000,Exempt,60719.99,2018,60719.99,FT
1386,1386,1386,City Planning,Planning - Bldg Constr,"Codes Specialist, Senior",Permanent Full-time,2006-08-01T00:00:00.000,2006-08-01T00:00:00.000,Nonexempt,56413.0,2006,56413.0,FT
1387,1387,1387,City Planning,Planning - Bldg Constr,Building Commissioner,Permanent Full-time,1990-07-30T00:00:00.000,2019-12-13T00:00:00.000,Exempt,118053.0,1990,118053.0,FT
1388,1388,1388,City Planning,Planning - Bldg Constr,"Permits Specialist,Senior",Permanent Full-time,2015-09-08T00:00:00.000,2021-08-30T00:00:00.000,Nonexempt,58520.91,2015,58520.91,FT
1389,1389,1389,City Planning,Planning-Planning,City Planning Manager,Permanent Full-time,2008-08-04T00:00:00.000,2019-02-02T00:00:00.000,Exempt,99750.0,2008,99750.0,FT
1390,1390,1390,City Planning,Planning - Environmental Srvcs,Construction Inspector I,Permanent Full-time,2012-08-13T00:00:00.000,2022-09-12T00:00:00.000,Nonexempt,39532.4,2012,39532.4,FT
1391,1391,1391,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Seller,Casual Part-time,2008-02-14T00:00:00.000,2021-12-06T00:00:00.000,Nonexempt,15.0,2008,31200.0,PT
1392,1392,1392,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Seller,Casual Part-time,1998-09-08T00:00:00.000,2021-10-30T00:00:00.000,Nonexempt,15.0,1998,31200.0,PT
1393,1393,1393,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Box Office Supervisor,Permanent Full-time,1989-07-28T00:00:00.000,2006-07-24T00:00:00.000,Nonexempt,50937.58,1989,50937.58,FT
1394,1394,1394,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Coordinator I,Permanent Full-time,2022-04-11T00:00:00.000,2022-04-11T00:00:00.000,Exempt,55146.0,2022,55146.0,FT
1395,1395,1395,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Tour/Information Assistant,Intermittent Temporary,1997-01-23T00:00:00.000,2008-03-19T00:00:00.000,Nonexempt,15.0,1997,31200.0,TEMP
1396,1396,1396,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Seller,Casual Part-time,2007-01-22T00:00:00.000,2021-11-27T00:00:00.000,Nonexempt,15.0,2007,31200.0,PT
1397,1397,1397,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Seller,Casual Part-time,2008-04-21T00:00:00.000,2022-01-03T00:00:00.000,Nonexempt,15.0,2008,31200.0,PT
1398,1398,1398,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Assistant Director,Permanent Full-time,2014-07-01T00:00:00.000,2014-07-01T00:00:00.000,Exempt,134780.0,2014,134780.0,FT
1399,1399,1399,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Dir-CulturAffairsArtsEntertain,Permanent Full-time,1989-10-01T00:00:00.000,2001-05-14T00:00:00.000,Exempt,169744.3,1989,169744.3,FT
1400,1400,1400,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Coordinator II,Permanent Full-time,2019-06-08T00:00:00.000,2019-06-08T00:00:00.000,Exempt,56248.0,2019,56248.0,FT
1401,1401,1401,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Stage Production Manager,Permanent Full-time,2015-08-10T00:00:00.000,2017-09-18T00:00:00.000,Exempt,58521.05,2015,58521.05,FT
1402,1402,1402,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Coordinator II,Permanent Full-time,2017-08-21T00:00:00.000,2017-12-04T00:00:00.000,Exempt,60000.0,2017,60000.0,FT
1403,1403,1403,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Seller,Casual Part-time,2007-09-06T00:00:00.000,2021-11-27T00:00:00.000,Nonexempt,15.0,2007,31200.0,PT
1404,1404,1404,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Seller,Casual Part-time,2021-10-30T00:00:00.000,2021-10-30T00:00:00.000,Nonexempt,15.0,2021,31200.0,PT
1405,1405,1405,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Seller,Casual Part-time,2015-02-23T00:00:00.000,2021-10-30T00:00:00.000,Nonexempt,15.0,2015,31200.0,PT
1406,1406,1406,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Tour/Information Assistant,Casual Part-time,2022-07-05T00:00:00.000,2022-07-05T00:00:00.000,Nonexempt,15.0,2022,31200.0,PT
1407,1407,1407,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Sales Supervisor,Casual Part-time,2003-01-29T00:00:00.000,2022-01-03T00:00:00.000,Nonexempt,16.25,2003,33800.0,PT
1408,1408,1408,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Accounting Manager,Permanent Full-time,2004-06-01T00:00:00.000,2011-08-31T00:00:00.000,Exempt,93369.19,2004,93369.19,FT
1409,1409,1409,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Division Head,Permanent Full-time,2006-06-26T00:00:00.000,2022-05-07T00:00:00.000,Exempt,94500.0,2006,94500.0,FT
1410,1410,1410,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Division Head,Permanent Full-time,2006-04-10T00:00:00.000,2015-09-08T00:00:00.000,Exempt,95071.05,2006,95071.05,FT
1411,1411,1411,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Stage Crew Chief,Permanent Full-time,2017-11-13T00:00:00.000,2017-11-13T00:00:00.000,Nonexempt,50504.83,2017,50504.83,FT
1412,1412,1412,"Cultural Facilities, Arts and Entertainment",CF - MacArthur Memorial,Museum Attendant,Casual Part-time,2007-06-04T00:00:00.000,2007-06-04T00:00:00.000,Nonexempt,18.0,2007,37440.0,PT
1413,1413,1413,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Seller,Intermittent Temporary,2004-12-30T00:00:00.000,2004-12-30T00:00:00.000,Nonexempt,15.0,2004,31200.0,TEMP
1414,1414,1414,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Seller,Intermittent Temporary,2018-11-26T00:00:00.000,2018-11-26T00:00:00.000,Nonexempt,15.0,2018,31200.0,TEMP
1415,1415,1415,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Seller,Casual Part-time,2015-12-14T00:00:00.000,2021-10-30T00:00:00.000,Nonexempt,15.0,2015,31200.0,PT
1416,1416,1416,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Accountant IV,Permanent Full-time,2004-06-01T00:00:00.000,2004-06-01T00:00:00.000,Exempt,62834.6,2004,62834.6,FT
1417,1417,1417,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Coordinator II,Permanent Full-time,2014-10-23T00:00:00.000,2014-10-23T00:00:00.000,Exempt,63000.0,2014,63000.0,FT
1418,1418,1418,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Operations Manager,Permanent Full-time,2007-08-24T00:00:00.000,2015-05-08T00:00:00.000,Exempt,65924.24,2007,65924.24,FT
1419,1419,1419,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Coordinator I,Permanent Full-time,1993-06-07T00:00:00.000,2004-02-02T00:00:00.000,Exempt,74025.23,1993,74025.23,FT
1420,1420,1420,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Box Office Manager,Permanent Full-time,2007-11-05T00:00:00.000,2013-11-08T00:00:00.000,Exempt,76021.03,2007,76021.03,FT
1421,1421,1421,"Cultural Facilities, Arts and Entertainment",CFAE-Cultural Affrs/SpecEvents,Public Information Spec I,Permanent Full-time,2022-10-08T00:00:00.000,2022-10-08T00:00:00.000,Exempt,43000.0,2022,43000.0,FT
1422,1422,1422,"Cultural Facilities, Arts and Entertainment",CFAE-Cultural Affrs/SpecEvents,Project Coordinator,Permanent Full-time,2019-06-08T00:00:00.000,2022-08-01T00:00:00.000,Exempt,50243.0,2019,50243.0,FT
1423,1423,1423,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Coordinator I,Permanent Full-time,2022-03-28T00:00:00.000,2022-03-28T00:00:00.000,Exempt,49350.0,2022,49350.0,FT
1424,1424,1424,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Box Office Supervisor,Permanent Full-time,2014-11-10T00:00:00.000,2014-11-10T00:00:00.000,Nonexempt,48956.6,2014,48956.6,FT
1425,1425,1425,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,2004-02-09T00:00:00.000,2014-11-25T00:00:00.000,Nonexempt,37690.0,2004,37690.0,FT
1426,1426,1426,"Cultural Facilities, Arts and Entertainment",CF - MacArthur Memorial,Museum Attendant,Casual Part-time,2022-05-10T00:00:00.000,2022-05-10T00:00:00.000,Nonexempt,18.0,2022,37440.0,PT
1427,1427,1427,"Cultural Facilities, Arts and Entertainment",CF - MacArthur Memorial,Museum Attendant,Permanent Full-time,2022-05-10T00:00:00.000,2022-05-10T00:00:00.000,Nonexempt,37440.0,2022,37440.0,FT
1428,1428,1428,"Cultural Facilities, Arts and Entertainment",CF - MacArthur Memorial,Museum Attendant,Permanent Full-time,2019-01-07T00:00:00.000,2019-01-07T00:00:00.000,Nonexempt,37440.0,2019,37440.0,FT
1429,1429,1429,"Cultural Facilities, Arts and Entertainment",CF - MacArthur Memorial,Administrative Technician,Permanent Full-time,2015-09-23T00:00:00.000,2018-03-19T00:00:00.000,Nonexempt,37940.0,2015,37940.0,FT
1430,1430,1430,"Cultural Facilities, Arts and Entertainment",CF - MacArthur Memorial,Curator,Permanent Full-time,2014-11-03T00:00:00.000,2014-11-03T00:00:00.000,Exempt,59691.83,2014,59691.83,FT
1431,1431,1431,"Cultural Facilities, Arts and Entertainment",CF - MacArthur Memorial,Administrative Manager,Permanent Full-time,2007-01-02T00:00:00.000,2023-03-25T00:00:00.000,Exempt,60643.1,2007,60643.1,FT
1432,1432,1432,"Cultural Facilities, Arts and Entertainment",CF - MacArthur Memorial,Archivist,Permanent Full-time,1994-06-01T00:00:00.000,1996-05-15T00:00:00.000,Exempt,66748.14,1994,66748.14,FT
1433,1433,1433,"Cultural Facilities, Arts and Entertainment",CF - MacArthur Memorial,Division Head,Permanent Full-time,2007-10-29T00:00:00.000,2022-11-22T00:00:00.000,Exempt,80000.0,2007,80000.0,FT
1434,1434,1434,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Support Crew Member I,Permanent Full-time,2001-04-09T00:00:00.000,2001-04-09T00:00:00.000,Nonexempt,37440.0,2001,37440.0,FT
1435,1435,1435,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Crew Leader II,Permanent Full-time,2015-04-23T00:00:00.000,2021-09-25T00:00:00.000,Nonexempt,46014.67,2015,46014.67,FT
1436,1436,1436,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Coordinator I,Permanent Full-time,2023-04-22T00:00:00.000,2023-04-22T00:00:00.000,Exempt,46583.0,2023,46583.0,FT
1437,1437,1437,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Coordinator I,Permanent Full-time,2022-11-07T00:00:00.000,2022-11-07T00:00:00.000,Exempt,46583.0,2022,46583.0,FT
1438,1438,1438,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,2017-08-28T00:00:00.000,2017-08-28T00:00:00.000,Nonexempt,37800.0,2017,37800.0,FT
1439,1439,1439,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Sales Supervisor,Casual Part-time,2004-11-05T00:00:00.000,2022-01-03T00:00:00.000,Nonexempt,16.25,2004,33800.0,PT
1440,1440,1440,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,2019-01-07T00:00:00.000,2019-01-07T00:00:00.000,Nonexempt,37800.0,2019,37800.0,FT
1441,1441,1441,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,2020-01-21T00:00:00.000,2020-01-21T00:00:00.000,Nonexempt,37800.0,2020,37800.0,FT
1442,1442,1442,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Sales Supervisor,Intermittent Temporary,2002-10-18T00:00:00.000,2002-10-18T00:00:00.000,Nonexempt,16.25,2002,33800.0,TEMP
1443,1443,1443,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Ticket Sales Supervisor,Casual Part-time,2015-02-23T00:00:00.000,2022-01-03T00:00:00.000,Nonexempt,16.25,2015,33800.0,PT
1444,1444,1444,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Crew Leader I,Permanent Full-time,2021-09-13T00:00:00.000,2022-09-10T00:00:00.000,Nonexempt,43343.48,2021,43343.48,FT
1445,1445,1445,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Tour/Information Assistant,Casual Part-time,2022-07-05T00:00:00.000,2022-07-05T00:00:00.000,Nonexempt,15.0,2022,31200.0,PT
1446,1446,1446,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Support Crew Member I,Permanent Full-time,1996-08-08T00:00:00.000,1996-08-16T00:00:00.000,Nonexempt,37440.0,1996,37440.0,FT
1447,1447,1447,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,2022-09-12T00:00:00.000,2022-09-12T00:00:00.000,Nonexempt,43343.5,2022,43343.5,FT
1448,1448,1448,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Administrative Assistant II,Permanent Full-time,2012-01-06T00:00:00.000,2020-02-18T00:00:00.000,Nonexempt,43547.13,2012,43547.13,FT
1449,1449,1449,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Administrative Assistant I,Permanent Full-time,2022-03-28T00:00:00.000,2022-03-28T00:00:00.000,Nonexempt,45150.0,2022,45150.0,FT
1450,1450,1450,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,2022-08-29T00:00:00.000,2022-08-29T00:00:00.000,Nonexempt,43343.5,2022,43343.5,FT
1451,1451,1451,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Permanent Full-time,2017-10-09T00:00:00.000,2017-10-09T00:00:00.000,Nonexempt,37800.0,2017,37800.0,FT
1452,1452,1452,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Support Crew Member II,Special Project w/ Retirement,2022-09-12T00:00:00.000,2022-09-12T00:00:00.000,Nonexempt,20.84,2022,43347.200000000004,RET
1453,1453,1453,Police,Police Field Operations-Sworn,Police Officer,Retiree Part-time,1994-01-01T00:00:00.000,2023-01-17T00:00:00.000,Nonexempt,30.46,1994,63356.8,PT
1454,1454,1454,Police,Police Field Operations-Sworn,Police Officer,Retiree Part-time,1990-01-16T00:00:00.000,2021-02-16T00:00:00.000,Nonexempt,30.47,1990,63377.6,PT
1455,1455,1455,Police,Police Field Operations-Guards,School Crossing Guard,Intermittent Temporary,2015-05-11T00:00:00.000,2019-09-03T00:00:00.000,Nonexempt,19.47,2015,40497.6,TEMP
1456,1456,1456,Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,Nonexempt,52105.0,2022,52105.0,FT
1457,1457,1457,Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,2018-05-21T00:00:00.000,2018-05-21T00:00:00.000,Nonexempt,53383.0,2018,53383.0,FT
1458,1458,1458,Police,Police Field Operations-Sworn,Police Recruit,Permanent Full-time,2022-08-29T00:00:00.000,2022-08-29T00:00:00.000,Nonexempt,43260.0,2022,43260.0,FT
1459,1459,1459,Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,2022-01-18T00:00:00.000,2022-01-18T00:00:00.000,Nonexempt,52105.0,2022,52105.0,FT
1460,1460,1460,Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,Nonexempt,52105.0,2022,52105.0,FT
1461,1461,1461,Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,2019-04-13T00:00:00.000,2019-04-13T00:00:00.000,Nonexempt,53383.0,2019,53383.0,FT
1462,1462,1462,Police,CIT Program - OT,Executive Specialist,Retiree Part-time,1994-12-05T00:00:00.000,2023-01-30T00:00:00.000,Nonexempt,64.89,1994,134971.19999999998,PT
1463,1463,1463,Police,Police Field Operations-Guards,School Crossing Guard,Intermittent Temporary,2019-09-14T00:00:00.000,2019-09-14T00:00:00.000,Nonexempt,19.47,2019,40497.6,TEMP
1464,1464,1464,Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,2018-06-18T00:00:00.000,2018-06-18T00:00:00.000,Nonexempt,53383.0,2018,53383.0,FT
1465,1465,1465,Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,2019-08-03T00:00:00.000,2019-08-03T00:00:00.000,Nonexempt,53383.0,2019,53383.0,FT
1466,1466,1466,Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,2021-06-05T00:00:00.000,2021-06-05T00:00:00.000,Nonexempt,53383.0,2021,53383.0,FT
1467,1467,1467,Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,2021-08-02T00:00:00.000,2021-08-02T00:00:00.000,Nonexempt,53383.0,2021,53383.0,FT
1468,1468,1468,Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,2019-01-07T00:00:00.000,2019-01-07T00:00:00.000,Nonexempt,53383.0,2019,53383.0,FT
1469,1469,1469,Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,2021-01-04T00:00:00.000,2021-01-04T00:00:00.000,Nonexempt,53383.0,2021,53383.0,FT
